strategy_type,params,avg_deflated_sharpe,avg_sharpe,avg_return,avg_trades,cv_scores
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 1.5, 'take_profit_atr_multiplier': 3.0, 'move_sl_to_be_coef': 3.0, 'sl_to_be_add_pips_coef': 3.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-5.07063195233315,7.107908523725671,0.0630501620065129,92.2,"[np.float64(-4.219735754494526), np.float64(-3.743548317432194), np.float64(-6.763259932834752), np.float64(-5.785798396963224), np.float64(-4.840817359941052)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 1.5, 'take_profit_atr_multiplier': 3.0, 'move_sl_to_be_coef': 3.0, 'sl_to_be_add_pips_coef': 4.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-7.422796531780979,8.019434886183976,0.09579012398171963,92.2,"[np.float64(-6.576307843203227), np.float64(-5.139077879662275), np.float64(-8.824752381869141), np.float64(-8.781733848468038), np.float64(-7.792110705702212)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 1.5, 'take_profit_atr_multiplier': 4.0, 'move_sl_to_be_coef': 2.5, 'sl_to_be_add_pips_coef': 3.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-8.844215576625597,8.51467013255631,0.08921222931163879,92.2,"[np.float64(-8.519254067877533), np.float64(-8.241045060073965), np.float64(-6.8008089615243055), np.float64(-11.010363043237684), np.float64(-9.649606750414502)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 1.5, 'take_profit_atr_multiplier': 4.0, 'move_sl_to_be_coef': 2.5, 'sl_to_be_add_pips_coef': 4.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-11.434058099261756,9.320558047622658,0.12649681441221497,92.2,"[np.float64(-11.449856961130775), np.float64(-10.043919489627058), np.float64(-9.106476671169172), np.float64(-13.90580137407927), np.float64(-12.6642360003025)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 1.5, 'take_profit_atr_multiplier': 4.0, 'move_sl_to_be_coef': 3.0, 'sl_to_be_add_pips_coef': 3.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-7.047721198176461,7.871508477014683,0.07667042353697387,92.2,"[np.float64(-4.684874783771671), np.float64(-6.994632679000806), np.float64(-5.968321470039201), np.float64(-9.748727946929357), np.float64(-7.842049111141269)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 1.5, 'take_profit_atr_multiplier': 4.0, 'move_sl_to_be_coef': 3.0, 'sl_to_be_add_pips_coef': 4.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-9.081593427843895,8.582721041996601,0.10773924043165299,92.2,"[np.float64(-6.877180297881841), np.float64(-8.457972760834506), np.float64(-7.908164447078795), np.float64(-12.104895364349037), np.float64(-10.059754269075292)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 2.0, 'take_profit_atr_multiplier': 2.5, 'move_sl_to_be_coef': 2.5, 'sl_to_be_add_pips_coef': 3.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-2.900769662554592,6.067643145723085,0.06011313562798072,92.2,"[np.float64(-2.9048669872808364), np.float64(-1.2846200948748632), np.float64(-3.6632904858961943), np.float64(-2.734610263305836), np.float64(-3.9164604814152293)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 2.0, 'take_profit_atr_multiplier': 2.5, 'move_sl_to_be_coef': 2.5, 'sl_to_be_add_pips_coef': 4.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-6.0762965262662645,7.490276204785117,0.09977428088167824,92.2,"[np.float64(-6.182059082742417), np.float64(-3.06113430628799), np.float64(-6.28963179730215), np.float64(-6.659852153312865), np.float64(-8.1888052916859)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 2.0, 'take_profit_atr_multiplier': 2.5, 'move_sl_to_be_coef': 3.0, 'sl_to_be_add_pips_coef': 3.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-1.4387752219054435,5.161608590510332,0.04618136728701343,92.2,"[np.float64(-0.8119525181918928), np.float64(-0.13236012931428304), np.float64(-2.6226151319198627), np.float64(-1.6372680195474696), np.float64(-1.989680310553709)]"
longs_only,"{'min_confidence_threshold': 0.5, 'max_entries_per_position': 3, 'position_size_pct': 0.1, 'stop_loss_atr_multiplier': 2.0, 'take_profit_atr_multiplier': 2.5, 'move_sl_to_be_coef': 3.0, 'sl_to_be_add_pips_coef': 4.5, 'rsi_period': 14, 'bb_period': 20, 'bb_std': 2.0, 'momentum_period': 14, 'volume_threshold': 1.0, 'breakout_threshold': 0.001, 'touch_tolerance': 0.001}",-4.003643685014595,6.581650763043584,0.08028030837482972,92.2,"[np.float64(-3.3792916778554187), np.float64(-1.2955697598165408), np.float64(-4.826362670166215), np.float64(-5.089187581778654), np.float64(-5.42780673545615)]"
