date,direction,entry_price,exit_price,pnl_pct,dollar_pnl,cumulative_pnl,position_size,num_entries,strategies,confidence,exit_reason
2020-01-01,long,7207.983333333334,7201.821904761905,-0.0008548061623471087,-897.5464704644639,-897.5464704644639,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.07906403876354463,stop_loss
2020-01-02,long,7163.016666666666,7171.580952380952,0.0011956255461668648,1255.4068234752078,357.8603530107439,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.07237487842590538,take_profit
2020-01-03,long,6932.68,6947.553214285715,0.0021453772979157138,2252.646162811499,2610.506515822243,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.07958191358074548,take_profit
2020-01-04,long,7303.486666666667,7313.424166666667,0.0013606514879194685,1428.6840623154417,4039.1905781376845,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.14713084464645887,take_profit
2020-01-05,long,7437.849999999999,7426.97,-0.0014627883057602936,-1535.927721048308,2503.2628570893767,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.169360117208166,stop_loss
2020-01-06,long,7527.576666666668,7511.569523809525,-0.0021264669316521188,-2232.790278234724,270.4725788546525,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.12612773268395358,stop_loss
2020-01-07,long,7885.573333333334,7846.369047619048,-0.004971646836199526,-5220.229178009501,-4949.756599154849,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.27571535030919625,stop_loss
2020-01-08,long,8317.586666666668,8293.169523809525,-0.002935604260668071,-3082.384473701474,-8032.141072856322,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.6054637132073275,stop_loss
2020-01-09,long,7972.363333333334,7994.895476190477,0.0028262814820460974,2967.5955561484016,-5064.545516707921,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.2923293402818132,take_profit
2020-01-10,long,7804.766666666666,7833.6735186309525,0.00370374326342697,3888.930426598318,-1175.615090109603,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.10809429468039938,trailing_stop
2020-01-11,long,8169.240000000001,8148.754285714286,-0.0025076646402498264,-2633.047872262317,-3808.66296237192,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.24860656026091257,stop_loss
2020-01-12,long,8094.346666666667,8076.808095238096,-0.0021667680111597926,-2275.1064117177816,-6083.769374089701,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.25618119752640695,stop_loss
2020-01-13,long,8126.973333333332,8137.744761904761,0.0013253923852867234,1391.6620045510592,-4692.107369538642,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.17362005855571908,take_profit
2020-01-14,long,8425.609999999999,8393.542857142855,-0.0038059135014727797,-3996.209176546418,-8688.31654608506,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.06733312435547384,stop_loss
2020-01-15,long,8778.633333333333,8756.04761904762,-0.0025728052907680815,-2701.445555306485,-11389.762101391545,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.41556249115663757,stop_loss
2020-01-16,long,8662.553333333333,8677.564047619047,0.0017328279212958145,1819.469317360605,-9570.29278403094,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.2123565922007263,take_profit
2020-01-17,long,8820.543333333333,8799.779047619048,-0.0023540823880787588,-2471.786507482696,-12042.079291513637,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.16158618169908337,stop_loss
2020-01-18,long,8915.1,8898.35,-0.0018788347859250035,-1972.7765252212532,-14014.855816734891,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.18916066912360577,stop_loss
2020-01-19,long,9125.773333333333,9104.699047619048,-0.0023093150513949137,-2424.780803964659,-16439.63662069955,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.13447839906701878,stop_loss
2020-01-20,long,8672.986666666666,8718.941443452379,0.005298610334815031,5563.540851555782,-10876.095769143769,1049999.9999999998,3,"multi_indicator_breakout, multi_indicator_breakout, multi_indicator_breakout",0.1589674181822193,trailing_stop
